"","state_abbreviation","county","income","hispanic","white","college","density","female"
"1595","MO","Webster ",44596,1.9,94.7,15,61.1,49.1
"1596","MO","Worth ",39348,1.3,96.5,15.6,8.1,50.1
"1597","MO","Wright ",28645,1.7,95.3,11.1,27.6,51.1
"1598","MO","St. Louis city",34582,3.8,43.6,29.6,5157.5,51.7
"1599","MT","Beaverhead ",41614,3.7,91.9,27.2,1.7,48.9
"1600","MT","Big Horn ",39966,5.6,29.6,15.5,2.6,50.8
"1601","MT","Blaine ",37151,2.3,47.4,15.9,1.5,50.6
"1602","MT","Broadwater ",45932,2.5,94,19.4,4.7,49.3
"1603","MT","Carbon ",47831,2.3,94.8,27.6,4.9,49.8
"1604","MT","Carter ",39659,1.2,96.9,16.4,0.3,50
"1605","MT","Cascade ",44963,4.1,85.9,24.6,30.1,49.6
"1606","MT","Chouteau ",40070,2.2,75.9,22.9,1.5,50.6
"1607","MT","Custer ",43524,3,92.6,19.7,3.1,50
"1608","MT","Daniels ",46100,2,93.6,22.9,1.2,49.7
"1609","MT","Dawson ",50405,2.7,92.8,18.1,3.8,48.6
"1610","MT","Deer Lodge ",38958,3.1,90.8,18.1,12.6,46.6
"1611","MT","Fallon ",51164,1.7,95.6,16.1,1.8,48.7
"1612","MT","Fergus ",38344,2.4,93.9,25.5,2.7,49.7
"1613","MT","Flathead ",46581,2.7,93,28.4,17.9,50.2
"1614","MT","Gallatin ",52833,3.1,92.4,46,34.4,48.6
"1615","MT","Garfield ",45096,1.2,97.5,13,0.3,50.1
"1616","MT","Glacier ",33519,2.7,32.5,18.4,4.5,51.1
"1617","MT","Golden Valley ",39313,4.1,91.2,20.3,0.8,48.7
"1618","MT","Granite ",45236,2.1,94.6,26.5,1.8,49.5
"1619","MT","Hill ",43726,3.3,70.9,22.6,5.6,49.6
"1620","MT","Jefferson ",60863,2.3,92.9,33.5,6.9,49
"1621","MT","Judith Basin ",41932,1.7,96.3,29.7,1.1,47.9
"1622","MT","Lake ",38019,4.1,66.2,24.8,19.3,50.8
"1623","MT","Lewis and Clark ",56243,3,91.6,37.5,18.3,50.8
"1624","MT","Liberty ",44493,0.7,97.5,20.6,1.6,52.4
"1625","MT","Lincoln ",33333,2.8,93.3,18.3,5.4,49.5
"1626","MT","McCone ",46667,1.4,95.9,18.6,0.7,49
"1627","MT","Madison ",47762,2.9,94.3,32.7,2.1,47.5
"1628","MT","Meagher ",38182,1.8,95.4,17.4,0.8,49.1
"1629","MT","Mineral ",33033,2.8,91.3,12.1,3.5,47.3
"1630","MT","Missoula ",46117,3.1,89.7,39.1,42.1,49.7
"1631","MT","Musselshell ",43409,3.4,92.9,13.6,2.4,49.8
"1632","MT","Park ",42426,2.8,93.7,33.6,5.6,49.8
"1633","MT","Petroleum ",41705,1.2,97.1,15.4,0.3,45.4
"1634","MT","Phillips ",42632,2.1,85.5,15.9,0.8,50.3
"1635","MT","Pondera ",41277,1.8,81.4,20.5,3.8,51.3
"1636","MT","Powder River ",46250,2,94.2,19.9,0.5,49.4
"1637","MT","Powell ",40802,2.3,90.4,17.8,3,38.1
"1638","MT","Prairie ",38036,2.1,92.7,16.9,0.7,49.2
"1639","MT","Ravalli ",38688,3.3,92.9,24.5,16.8,50.3
"1640","MT","Richland ",58112,4.8,90.3,17.7,4.7,47.7
"1641","MT","Roosevelt ",36920,2.5,37.3,13.7,4.4,49.7
"1642","MT","Rosebud ",48789,4.1,58,22.3,1.8,49.6
"1643","MT","Sanders ",32881,2.5,90,16.7,4.1,48.9
"1644","MT","Sheridan ",48667,2.2,93.3,23.4,2,49.1
"1645","MT","Silver Bow ",38659,4.2,91.1,22.2,47.6,49.3
"1646","MT","Stillwater ",57906,3.3,93.6,22.1,5.1,49
"1647","MT","Sweet Grass ",45938,2,95.1,27.1,2,50.5
"1648","MT","Teton ",43327,1.4,94.7,24.5,2.7,50.9
"1649","MT","Toole ",46972,3,88.5,14.6,2.8,43.6
"1650","MT","Treasure ",37105,2.7,93.1,21.3,0.7,48
"1651","MT","Valley ",47181,2.2,85.4,17.1,1.5,49.5
"1652","MT","Wheatland ",31867,1.7,93.9,19.2,1.5,50.2
"1653","MT","Wibaux ",41875,2.5,95.4,19.6,1.1,48.9
"1654","MT","Yellowstone ",51342,5.2,87.1,28.7,56.2,50.9
"1655","NE","Adams ",49440,8.8,87.4,20.4,55.7,49.9
"1656","NE","Antelope ",43518,3,95.7,16.7,7.8,50.5
"1657","NE","Arthur ",40568,5.1,93.2,31.7,0.6,51.9
"1658","NE","Banner ",36875,4.1,92.4,15.8,0.9,49.5
"1659","NE","Blaine ",42917,0.2,98.6,16,0.7,48
"1660","NE","Boone ",45246,1.7,96.9,13.8,8,49.8
"1661","NE","Box Butte ",46373,11.9,82.8,17.6,10.5,49.9
"1662","NE","Boyd ",41279,2,95.7,16.1,3.9,51.1
"1663","NE","Brown ",33647,1.2,96.9,21.8,2.6,50.8
"1664","NE","Buffalo ",50963,8.6,87.5,31.6,47.6,50.3
"1665","NE","Burt ",46817,2.7,93.8,18.3,14,50.5
"1666","NE","Butler ",50247,2.8,95.4,14.1,14.4,49.2
"1667","NE","Cass ",64697,3.1,94.3,23.6,45.3,49.6
"1668","NE","Cedar ",48038,1.5,97.2,16.6,12,49.4
"1669","NE","Chase ",45610,12.6,86.3,18.2,4.4,51.2
"1670","NE","Cherry ",45464,2.8,89.1,21.3,1,50
"1671","NE","Cheyenne ",51529,6.6,89.9,25.3,8.4,50.2
"1672","NE","Clay ",46784,8.9,89.1,17.6,11.4,49.4
"1673","NE","Colfax ",51765,43.1,53.9,14.4,25.5,48.5
"1674","NE","Cuming ",47500,9.6,88.8,17.5,16,49.9
"1675","NE","Custer ",44873,2.6,95.3,21,4.2,50.2
"1676","NE","Dakota ",47069,37.4,51.8,11.1,79.5,50
"1677","NE","Dawes ",40359,4.3,86.1,40.6,6.6,50.6
"1678","NE","Dawson ",46078,33.2,61.1,16,24,49.2
"1679","NE","Deuel ",44922,5.5,92.2,21.8,4.4,50.2
"1680","NE","Dixon ",47325,12,86.2,16.5,12.6,49.7
"1681","NE","Dodge ",48626,11.3,85.7,18.7,69.4,50.7
"1682","NE","Douglas ",53325,12,70.9,36.4,1574.4,50.7
"1683","NE","Dundy ",47431,6.5,91,22.2,2.2,49.6
"1684","NE","Fillmore ",48464,3.9,94,18.2,10.2,50.2
"1685","NE","Franklin ",43011,1.9,96.5,17.5,5.6,50
"1686","NE","Frontier ",50227,2.3,96.3,16.5,2.8,48.5
"1687","NE","Furnas ",39603,3.2,94.8,16.8,6.9,50.3
"1688","NE","Gage ",47654,2.1,95,20,26.2,50.5
"1689","NE","Garden ",39400,4.5,93,20.8,1.2,48.9
"1690","NE","Garfield ",41892,1.3,97.7,13.8,3.6,50.1
"1691","NE","Gosper ",45893,4.1,93.1,18,4.5,48
"1692","NE","Grant ",44167,1.5,97.1,17.7,0.8,47
"1693","NE","Greeley ",44950,2.2,96.1,15,4.5,49.3
"1694","NE","Hall ",48712,25.9,69.4,17.1,107.3,49.7
"1695","NE","Hamilton ",56065,2.9,95.4,24.1,16.8,49.7
"1696","NE","Harlan ",45920,2.1,96.5,15.3,6.2,48.5
"1697","NE","Hayes ",49125,3.8,94.9,19.8,1.4,48.2
"1698","NE","Hitchcock ",39702,3.3,94.8,13.8,4.1,49.6
"1699","NE","Holt ",44427,3.9,94.6,19,4.3,50.6
"1700","NE","Hooker ",39327,1.4,95.7,24.7,1,51.6
"1701","NE","Howard ",49088,2.4,95.8,17.8,11,49.2
"1702","NE","Jefferson ",44843,3.3,94.4,13.5,13.2,50.3
"1703","NE","Johnson ",42364,10.5,80.3,12.8,13.9,40.5
"1704","NE","Kearney ",56466,5.4,92.9,26.4,12.6,50.9
"1705","NE","Keith ",41970,6.6,90.9,20.4,7.9,50
"1706","NE","Keya Paha ",36923,0.6,98,17.2,1.1,51.1
"1707","NE","Kimball ",42180,8.4,87.7,16.4,4,49.3
"1708","NE","Knox ",42230,2.6,86.5,17,7.9,51.1
"1709","NE","Lancaster ",51574,6.6,82.8,36.1,340.8,50
"1710","NE","Lincoln ",48158,8.3,88.4,19.4,14.2,50.5
"1711","NE","Logan ",44417,2.1,95.5,19.9,1.3,50.3
"1712","NE","Loup ",38125,2.2,97.1,12.6,1.1,48.3
"1713","NE","McPherson ",54926,1.6,96.6,26.3,0.6,50
"1714","NE","Madison ",46566,14.2,81.3,20.8,60.9,50.4
"1715","NE","Merrick ",50859,4,93,17,16.2,50.1
"1716","NE","Morrill ",43886,15,82.4,18.3,3.5,49.3
"1717","NE","Nance ",44286,2.3,96.2,13.2,8.5,49.9
"1718","NE","Nemaha ",42672,2.5,94.4,24.9,17.8,50.7
"1719","NE","Nuckolls ",37594,2.5,95.8,13.7,7.8,50.3
"1720","NE","Otoe ",50881,6.8,90.5,23.2,25.6,50.8
"1721","NE","Pawnee ",37321,1.8,95.8,11.6,6.4,50.1
"1722","NE","Perkins ",58625,3.7,95.1,22.3,3.4,49.3
"1723","NE","Phelps ",50000,5.3,92.7,21.7,17,50.3
"1724","NE","Pierce ",51924,1.6,97,18.8,12.7,49.5
"1725","NE","Platte ",51213,16.6,81.2,18.5,47.8,49.4
"1726","NE","Polk ",52848,3.8,94.8,20.3,12.3,50.2
"1727","NE","Red Willow ",42345,5.1,92,19.5,15.4,50
"1728","NE","Richardson ",38582,1.9,92.5,18.8,15.2,50.4
"1729","NE","Rock ",43500,2.1,96.3,19.1,1.5,49.8
"1730","NE","Saline ",44109,23,72.8,15.1,24.7,49.2
"1731","NE","Sarpy ",69965,8.3,82.3,36.2,664.6,49.9
"1732","NE","Saunders ",59870,2.2,95.7,24.4,27.7,49.4
"1733","NE","Scotts Bluff ",43444,22.7,73.6,20,50,51.6
"1734","NE","Seward ",59435,2.3,95.3,26.1,29.3,48.9
"1735","NE","Sheridan ",38548,4.6,82.7,22.6,2.2,51
"1736","NE","Sherman ",41835,1.9,96.6,17.7,5.6,50.7
"1737","NE","Sioux ",42014,4.8,92.5,27,0.6,49.4
"1738","NE","Stanton ",51493,4.8,92.9,17.7,14.3,49.6
"1739","NE","Thayer ",44422,2.2,95.7,16.3,9.1,51.1
"1740","NE","Thomas ",55089,1.7,96.8,22.7,0.9,47
"1741","NE","Thurston ",41400,4.5,38.4,15.8,17.6,50.6
"1742","NE","Valley ",40445,2.2,96.4,17.8,7.5,50.2
"1743","NE","Washington ",65409,2.5,95.2,28.9,51.9,50
"1744","NE","Wayne ",52147,5.6,90.4,33.1,21.7,49.2
"1745","NE","Webster ",41045,4.6,92.1,17.2,6.6,51.3
"1746","NE","Wheeler ",38807,0.9,97.9,17.5,1.4,49.3
"1747","NE","York ",49633,4.9,91.3,24.9,23.9,51.3
"1748","NV","Churchill ",49830,13.3,74.3,16.8,5,49.4
"1749","NV","Clark ",52873,30.3,45.3,22.1,247.3,50
"1750","NV","Douglas ",60100,12.2,81.3,25.7,66.2,49.8
"1751","NV","Elko ",70238,24.2,67.1,16.4,2.8,47.9
"1752","NV","Esmeralda ",30284,19.2,71.2,13.9,0.2,43.4
"1753","NV","Eureka ",64632,13.8,80.2,24.7,0.5,46.5
"1754","NV","Humboldt ",59472,26.1,66.5,12.6,1.7,47.8
"1755","NV","Lander ",72742,23.9,69.5,12,1.1,49
"1756","NV","Lincoln ",40143,7.7,85,16.3,0.5,46
"1757","NV","Lyon ",46137,15.8,76.3,16.7,26,49.4
"1758","NV","Mineral ",35017,10.8,65.1,11,1.3,51.3
"1759","NV","Nye ",39876,14.4,77.5,12.3,2.4,49.5
"1760","NV","Pershing ",52101,23.3,66.5,10.5,1.1,36.7
"1761","NV","Storey ",61573,7.8,84.6,21.5,15.3,48
"1762","NV","Washoe ",53040,23.5,64.2,27.3,66.9,49.7
"1763","NV","White Pine ",48586,14.9,73.5,13.8,1.1,42.7
"1764","NV","Carson City",51957,22.8,68.8,20.1,382.1,48.9
"1765","NH","Belknap ",58654,1.6,95,28,150.1,50.8
"1766","NH","Carroll ",50866,1.4,96.1,31.2,51.4,50.4
"1767","NH","Cheshire ",55155,1.7,94.5,30.4,109.1,51.1
"1768","NH","Coos ",41985,1.7,95.4,17.3,18.4,49
"1769","NH","Grafton ",54912,2.2,91.2,37.7,52.2,50.7
"1770","NH","Hillsborough ",69829,6,86.4,35,457.4,50.4
"1771","NH","Merrimack ",65353,1.9,93.4,33.3,156.8,50.7
"1772","NH","Rockingham ",77348,2.6,93.3,37.2,425,50.5
"1773","NH","Strafford ",58825,2.2,91.7,31.8,333.7,51.3
"1774","NH","Sullivan ",54463,1.5,95.5,25.6,81.4,50.6
"1775","NJ","Atlantic ",54235,18.5,56.8,24.2,494.1,51.6
"1776","NJ","Bergen ",83794,18.5,58.6,45.9,3884.5,51.6
"1777","NJ","Burlington ",78446,7.5,68.9,34.6,561.9,50.9
"1778","NJ","Camden ",61683,15.6,58.3,29.1,2321.5,51.7
"1779","NJ","Cape May ",56494,7.3,85.7,28.7,386.9,51.2
"1780","NJ","Cumberland ",50750,29.3,47.9,14.3,324.4,48.4
"1781","NJ","Essex ",55095,22.1,32.2,32,6211.5,51.9
"1782","NJ","Gloucester ",74524,5.7,79.4,28.4,895.3,51.4
"1783","NJ","Hudson ",58442,43.1,29.3,36.3,13731.4,50.2
"1784","NJ","Hunterdon ",106143,6.2,86.5,47.6,300,50.6
"1785","NJ","Mercer ",73480,16.6,51.8,38.8,1632.2,51
"1786","NJ","Middlesex ",79596,19.9,45.4,40.1,2621.6,50.8
"1787","NJ","Monmouth ",84526,10.5,75.7,41.4,1344.7,51.4
"1788","NJ","Morris ",98633,12.8,72.5,50,1069.8,51
"1789","NJ","Ocean ",61136,8.9,85,25.4,917,51.9
"1790","NJ","Passaic ",57654,39.6,42.9,25.6,2715.3,51.3
"1791","NJ","Salem ",59718,8,75.4,20.4,199.1,51.3
"1792","NJ","Somerset ",99020,14.2,58.7,51.1,1071.7,51.3
"1793","NJ","Sussex ",87335,7.3,87.5,32.4,287.6,50.4
"1794","NJ","Union ",68507,30,42.3,31.8,5216.1,51.2
"1795","NJ","Warren ",70912,8.4,83.5,29.6,304.5,51.2
"1796","NM","Bernalillo ",48801,49,40.2,32.1,570.8,51
"1797","NM","Catron ",39826,19.8,74.9,18.5,0.5,48
"1798","NM","Chaves ",39131,54.9,40.8,18.4,10.8,50.2
"1799","NM","Cibola ",37237,37.8,20.8,10.4,6,48.9
"1800","NM","Colfax ",37734,49,47.5,19.8,3.7,49.1
"1801","NM","Curry ",39871,39.7,50.3,20.4,34.4,48.1
"1802","NM","De Baca ",37660,40.8,55.6,17.9,0.9,49.8
"1803","NM","Do±a Ana ",37933,66.8,28.8,26.6,55,50.8
"1804","NM","Eddy ",49165,46.4,49.6,16.7,12.9,49.5
"1805","NM","Grant ",37899,49.6,47,24.2,7.4,50.5
"1806","NM","Guadalupe ",29071,79.4,16.3,11.3,1.5,43.4
"1807","NM","Harding ",34063,43,54.9,21.4,0.3,47
"1808","NM","Hidalgo ",34080,57.2,40.2,14.1,1.4,49.4
"1809","NM","Lea ",50694,55.7,38.5,13.3,14.7,48.5
"1810","NM","Lincoln ",43014,31.5,63.7,23.6,4.2,50.3
"1811","NM","Los Alamos ",106686,16.7,73.6,63.4,164.4,49.2
"1812","NM","Luna ",29282,64.9,32,13.8,8.5,50
"1813","NM","McKinley ",30458,14,9.8,11.2,13.1,52
"1814","NM","Mora ",28481,80.6,17.7,9.5,2.5,48.3
"1815","NM","Otero ",39263,36.5,50.8,16.6,9.6,49
"1816","NM","Quay ",30802,44.7,50.6,13.2,3.1,51.3
"1817","NM","Rio Arriba ",40250,71.6,13.1,16.4,6.9,50.8
"1818","NM","Roosevelt ",38764,40,54,21.1,8.1,50
"1819","NM","Sandoval ",58017,37.4,45.3,28.3,35.5,50.9
"1820","NM","San Juan ",48196,19.5,40.6,15.2,23.6,50.6
"1821","NM","San Miguel ",28275,77.2,19,19.6,6.2,50.6
"1822","NM","Santa Fe ",52917,51.3,43.1,39.7,75.5,51.3
"1823","NM","Sierra ",27430,29.4,66.5,21.1,2.9,50.2
"1824","NM","Socorro ",34036,49.3,35.8,19.4,2.7,49.1
"1825","NM","Taos ",32637,56.1,36.1,29.5,15,51
"1826","NM","Torrance ",31161,41.3,53.1,14.7,4.9,47.6
"1827","NM","Union ",38902,41,54,17,1.2,43.1
"1828","NM","Valencia ",42506,59.5,34.3,16.6,71.8,49.8
"1829","NY","Albany ",59394,5.7,73.8,38.8,581.9,51.7
"1830","NY","Allegany ",42445,1.6,94.6,18.9,47.6,49.4
"1831","NY","Bronx ",34388,54.8,10.2,18.1,32903.6,52.8
"1832","NY","Broome ",45958,3.9,84.5,26.1,284.2,50.9
"1833","NY","Cattaraugus ",42603,2,91,17.2,61.4,50.5
"1834","NY","Cayuga ",51581,2.8,90.7,19.6,115.7,48.9
"1835","NY","Chautauqua ",42429,7,88,20.7,127.2,50.5
"1836","NY","Chemung ",48804,2.9,86.5,21.5,218.1,50.4
"1837","NY","Chenango ",43941,2.1,94.8,17.1,56.5,50
"1838","NY","Clinton ",50282,2.8,90.1,22.1,79.1,48.6
"1839","NY","Columbia ",57336,4.5,87.1,28.2,99.4,49.8
"1840","NY","Cortland ",47151,2.6,92.7,23.5,98.9,51.2
"1841","NY","Delaware ",44470,3.7,92.4,19.8,33.3,49.7
"1842","NY","Dutchess ",72525,11.6,72.7,32.9,373.9,50.2
"1843","NY","Erie ",50653,5.1,76.4,30.9,881.4,51.6
"1844","NY","Essex ",47380,3.1,92,23.3,21.9,47.9
"1845","NY","Franklin ",45667,3.3,81.6,16.5,31.7,45.1
"1846","NY","Fulton ",44276,2.8,93.3,14.9,112.1,50.5
"1847","NY","Genesee ",49922,3,90.9,20.8,121.9,50.1
"1848","NY","Greene ",49655,5.5,86,20.1,76.1,47.9
"1849","NY","Hamilton ",51522,1.4,95.6,24.2,2.8,49.3
"1850","NY","Herkimer ",45047,2.1,94.9,20.5,45.7,50.7
"1851","NY","Jefferson ",46484,7.3,82.2,20,91.6,47.7
"1852","NY","Kings ",46085,19.5,35.8,30.6,35369.1,52.6
"1853","NY","Lewis ",46840,1.7,95.8,13.6,21.3,49.4
"1854","NY","Livingston ",53518,3.4,90.9,24.4,103.5,49.9
"1855","NY","Madison ",53589,2,93.4,25.9,112.2,50.8
"1856","NY","Monroe ",52394,8.1,71.5,35.8,1132.6,51.7
"1857","NY","Montgomery ",44156,12.6,83.2,16,124.6,50.7
"1858","NY","Nassau ",97690,16.1,62.3,41.5,4704.8,51.5
"1859","NY","New York ",69659,25.9,47.1,58.9,69467.5,52.8
"1860","NY","Niagara ",47955,2.6,86.3,22.2,414.4,51.3
"1861","NY","Oneida ",48729,5.3,83,22.4,193.7,50.2
"1862","NY","Onondaga ",54242,4.6,77.8,33.1,600,51.7
"1863","NY","Ontario ",56479,4.3,90.6,31.7,167.6,50.9
"1864","NY","Orange ",70458,19.4,66.1,28.7,459.3,50
"1865","NY","Orleans ",48502,4.7,86.4,16.4,109.6,50.3
"1866","NY","Oswego ",48051,2.3,94.4,17.2,128.3,50
"1867","NY","Otsego ",47765,3.5,91.7,26.8,62.2,51.4
"1868","NY","Putnam ",95117,13,80.8,38.4,432.9,50.2
"1869","NY","Queens ",57001,28,26.2,30,20553.6,51.5
"1870","NY","Rensselaer ",59432,4.5,84.3,28.6,244.4,50.6
"1871","NY","Richmond ",72569,18.1,62.6,29.7,8030.3,51.6
"1872","NY","Rockland ",84951,17.1,63.4,40.4,1795.9,51
"1873","NY","St. Lawrence ",43647,2.2,92.2,20.4,41.8,49.1
"1874","NY","Saratoga ",69826,2.9,91.4,37.1,271.1,50.6
"1875","NY","Schenectady ",56061,6.6,75.4,29,756.6,51.3
"1876","NY","Schoharie ",53245,3.1,93.5,19.3,52.7,50.2
"1877","NY","Schuyler ",46976,1.7,95.3,16.9,55.9,49.6
"1878","NY","Seneca ",47618,3.1,89.5,19.2,108.9,47.8
"1879","NY","Steuben ",47476,1.6,93.8,20.8,71.2,50.4
"1880","NY","Suffolk ",87763,18.2,69.3,32.9,1637.4,50.7
"1881","NY","Sullivan ",48089,14.9,73.1,20.9,80.1,48.7
"1882","NY","Tioga ",55726,1.7,95.5,24.1,98.6,50.3
"1883","NY","Tompkins ",51393,4.7,77.9,49.3,214,50.7
"1884","NY","Ulster ",58590,9.8,80.2,29.9,162.3,50.2
"1885","NY","Warren ",55904,2.2,94.3,28,75.8,51.1
"1886","NY","Washington ",52361,2.5,92.7,18.3,76.1,48.2
"1887","NY","Wayne ",52601,4,90.3,20.9,155.3,50.5
"1888","NY","Westchester ",81946,23.7,55,45.4,2204.7,51.7
"1889","NY","Wyoming ",51100,3.2,89.7,14.6,71.1,45.7
"1890","NY","Yates ",49335,2.2,95.3,23.2,75,51.3
"1891","NC","Alamance ",43043,12.1,65.7,21.7,356.5,52.3
"1892","NC","Alexander ",40637,4.4,87.3,11.7,143.1,49.2
"1893","NC","Alleghany ",35170,9.5,87,18.3,47.5,50.3
"1894","NC","Anson ",33870,3.5,45.5,10.2,50.7,48.2
"1895","NC","Ashe ",35951,5.3,92.4,19.5,64,50.4
"1896","NC","Avery ",36969,4.7,89.2,20.4,72,45.5
"1897","NC","Beaufort ",40429,7.5,66,18.3,57.7,51.9
"1898","NC","Bertie ",30768,1.7,35.2,10.6,30.4,49.9
"1899","NC","Bladen ",30164,7.7,54.6,10.5,40.2,51.8
"1900","NC","Brunswick ",46438,4.8,81.4,25.1,126.8,51.4
"1901","NC","Buncombe ",44713,6.5,83.7,33.8,362.9,52
"1902","NC","Burke ",37263,5.8,82.1,16.6,179.3,50.1
"1903","NC","Cabarrus ",53551,10,69,25.1,492.1,51.2
"1904","NC","Caldwell ",34357,5,88,12.5,176.1,50.6
"1905","NC","Camden ",56607,2.6,80.1,18.8,41.5,49.9
"1906","NC","Carteret ",46534,4.3,86.2,23.9,131.3,50.7
"1907","NC","Caswell ",35315,3.6,61.2,9,55.8,49.2
"1908","NC","Catawba ",44332,8.9,76.8,21,387.1,50.9
"1909","NC","Chatham ",57091,12.8,71.4,36.4,93.1,52.1
"1910","NC","Cherokee ",34432,2.8,91.6,16.7,60.3,51.3
"1911","NC","Chowan ",34420,3.2,60.8,20.1,85.8,52.4
"1912","NC","Clay ",38828,3,94,20.6,49.3,50.8
"1913","NC","Cleveland ",38989,3.1,73.5,16.3,211.3,51.8
"1914","NC","Columbus ",35761,4.9,60.3,12.2,62,50.7
"1915","NC","Craven ",47141,7.1,66.3,21,146,49.2
"1916","NC","Cumberland ",45231,11,45.2,22.7,489.7,51
"1917","NC","Currituck ",57159,3.7,87.4,18.4,89.9,50.3
"1918","NC","Dare ",55481,6.8,87.9,30.6,88.5,50.6
"1919","NC","Davidson ",43083,6.8,81,17.6,294.7,51
"1920","NC","Davie ",50139,6.4,84.9,24.9,156.2,51.1
"1921","NC","Duplin ",34433,21.6,51.8,10.4,71.7,50.8
"1922","NC","Durham ",51853,13.4,42.2,45.1,935.7,52.1
"1923","NC","Edgecombe ",33960,4.2,37,10.5,111.9,53.6
"1924","NC","Forsyth ",45724,12.6,57.7,31.9,859.2,52.5
"1925","NC","Franklin ",41696,8,63.5,17.1,123.3,50.4
"1926","NC","Gaston ",42017,6.4,74.6,18,578.8,51.6
"1927","NC","Gates ",46592,2,62.3,11.6,35.8,51.2
"1928","NC","Graham ",33903,3.2,87.5,14.4,30.3,50.6
"1929","NC","Granville ",49852,7.6,58.5,16.4,112.7,49
"1930","NC","Greene ",40853,14.7,47.7,11.6,80.3,45.8
"1931","NC","Guilford ",45431,7.6,52.3,33.2,756.4,52.5
"1932","NC","Halifax ",32329,2.7,39.1,11.8,75.5,52.2
"1933","NC","Harnett ",44625,11.9,62.7,18.5,192.7,50.5
"1934","NC","Haywood ",41557,3.7,93.2,23.1,106.6,51.9
"1935","NC","Henderson ",44815,9.9,83.9,27.7,286.1,51.7
"1936","NC","Hertford ",33406,3.8,33.9,15.4,69.9,50.6
"1937","NC","Hoke ",45489,12.5,41.2,17.2,120.2,50.6
"1938","NC","Hyde ",42279,8,60.9,10.7,9.5,44.5
"1939","NC","Iredell ",50329,7.3,76.8,23.9,277.8,50.8
"1940","NC","Jackson ",36951,5.1,81.4,27.9,82.1,50.9
"1941","NC","Johnston ",49711,13.4,68.9,20.4,213.4,50.9
"1942","NC","Jones ",36213,4.4,62.1,11.1,21.6,51.3
"1943","NC","Lee ",44819,19.5,58.3,20.2,227,50.8
"1944","NC","Lenoir ",35770,7.5,50.1,14,148.5,52.2
"1945","NC","Lincoln ",48940,7.2,85.2,19.4,262.7,50.2
"1946","NC","McDowell ",35297,5.5,88.4,13.9,102.1,49.8
"1947","NC","Macon ",37892,6.6,89.7,20.5,65.8,51.4
"1948","NC","Madison ",38598,2.7,93.6,18.6,46.2,50.3
"1949","NC","Martin ",35111,3.6,52.2,11.9,53.1,53
"1950","NC","Mecklenburg ",55444,12.7,48.8,40.7,1755.5,51.9
"1951","NC","Mitchell ",37680,4.6,93.1,16.9,70.4,50.5
"1952","NC","Montgomery ",31830,15.2,63.7,15.1,56.5,51.4
"1953","NC","Moore ",49544,6.3,77.3,31.3,126.5,52
"1954","NC","Nash ",43084,6.6,51.6,19.2,177.3,51.9
"1955","NC","New Hanover ",49835,5.4,76.9,36.6,1058.1,52
"1956","NC","Northampton ",31433,2,38.3,9.4,41.2,51.8
"1957","NC","Onslow ",45450,12.1,66.9,18,233.1,45.4
"1958","NC","Orange ",55569,8.4,69.6,55.8,336.2,52.2
"1959","NC","Pamlico ",43853,3.5,74.1,18.7,39.1,48.7
"1960","NC","Pasquotank ",46053,4.7,54.9,20.1,179.2,50.8
"1961","NC","Pender ",44524,6.4,74.4,21.7,60,50
"1962","NC","Perquimans ",43709,2.3,71.4,18.4,54.4,51.9
"1963","NC","Person ",42317,4.2,66.4,14.7,100.6,51.4
"1964","NC","Pitt ",40718,5.9,56.2,28.1,257.9,52.8
"1965","NC","Polk ",44745,5.6,88.1,26.9,86.3,52.2
"1966","NC","Randolph ",41208,11.1,80.1,13.8,181.1,50.6
"1967","NC","Richmond ",32384,6.4,57.6,12.4,98.4,51.1
"1968","NC","Robeson ",29806,8.1,26.6,12.5,141.3,51.6
"1969","NC","Rockingham ",38567,5.9,72.9,12.9,165.6,51.7
"1970","NC","Rowan ",41495,8.2,72.9,17,270.7,50.7
"1971","NC","Rutherford ",36334,4.1,83.8,17,120.2,51.6
"1972","NC","Sampson ",36496,18.4,52.2,12.6,67.1,50.8
"1973","NC","Scotland ",29592,2.9,44.6,14.3,113.4,50.8
"1974","NC","Stanly ",42518,3.9,81.5,16,153.3,50.2
"1975","NC","Stokes ",42703,2.9,91.4,13.4,105.6,50.9
"1976","NC","Surry ",35641,10.1,84.3,15,138.4,51.1
"1977","NC","Swain ",36094,4.7,63.6,16.3,26.5,51.7
"1978","NC","Transylvania ",41781,3.2,90.3,27.6,87.4,51.6
"1979","NC","Tyrrell ",34216,6.7,53.3,8.4,11.3,46.3
"1980","NC","Union ",65892,11,73.5,31.8,318.7,50.6
"1981","NC","Vance ",34987,7.2,40.9,11.4,179.2,53.2
"1982","NC","Wake ",66006,10,61,48,1078.8,51.3
"1983","NC","Warren ",34285,4,38.4,13.5,48.9,49.5
"1984","NC","Washington ",34936,4.8,45.3,11.7,38,53
"1985","NC","Watauga ",34293,3.5,92.1,37.9,163.4,50
"1986","NC","Wayne ",41731,11.1,54.4,16.4,221.7,50.8
"1987","NC","Wilkes ",33159,5.8,88.2,12.5,91.9,50.7
"1988","NC","Wilson ",39204,10.1,48.4,17.9,220.6,52.6
"1989","NC","Yadkin ",40371,10.7,84.7,13.1,114.7,50.4
"1990","NC","Yancey ",38579,4.9,92.8,17.9,57,50.8
